epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,7119.19,0.86427,0.49112,1.0891,0.97718,0.96991,0.98976,0.80976,0.7721,0.32739,1.07498,0.0089044,0.0089044,0.0089044
168,7161.22,0.85995,0.48778,1.08533,0.97807,0.97034,0.98977,0.80929,0.7718,0.32725,1.07488,0.0088978,0.0088978,0.0088978
169,7203.36,0.85643,0.49391,1.08409,0.97752,0.97101,0.98983,0.80953,0.77127,0.32715,1.07461,0.0088912,0.0088912,0.0088912
170,7246.71,0.85754,0.4862,1.08627,0.97749,0.97059,0.99017,0.81003,0.771,0.32688,1.07418,0.0088846,0.0088846,0.0088846
171,7289.46,0.86032,0.48477,1.0854,0.97748,0.97078,0.99011,0.80927,0.77103,0.32716,1.07437,0.008878,0.008878,0.008878
172,7331.41,0.86318,0.4943,1.08349,0.9782,0.96982,0.9895,0.80912,0.771,0.32723,1.0744,0.0088714,0.0088714,0.0088714
173,7373.6,0.86018,0.49001,1.08123,0.97874,0.96999,0.98984,0.80943,0.77109,0.32758,1.07439,0.0088648,0.0088648,0.0088648
174,7416.16,0.85675,0.48631,1.0892,0.97864,0.9698,0.99011,0.80952,0.7708,0.32694,1.07414,0.0088582,0.0088582,0.0088582
175,7459.01,0.85807,0.48846,1.08707,0.97878,0.97011,0.99011,0.80963,0.77103,0.32668,1.07428,0.0088516,0.0088516,0.0088516
176,7503.37,0.85716,0.48386,1.08111,0.97891,0.96978,0.99019,0.80983,0.77083,0.32685,1.0741,0.008845,0.008845,0.008845
177,7547.63,0.85334,0.47989,1.08017,0.97804,0.9702,0.99023,0.81006,0.7709,0.32648,1.07402,0.0088384,0.0088384,0.0088384
178,7590.48,0.86047,0.48251,1.08431,0.9784,0.97027,0.99021,0.80989,0.77071,0.32651,1.07401,0.0088318,0.0088318,0.0088318
179,7633.07,0.85808,0.48388,1.08361,0.9781,0.97029,0.99023,0.81052,0.77063,0.3262,1.07384,0.0088252,0.0088252,0.0088252
