epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,5227.29,0.90566,0.55071,1.11865,0.965,0.96915,0.98787,0.79461,0.80128,0.3669,1.0888,0.0092806,0.0092806,0.0092806
111,5274.62,0.90913,0.55687,1.1157,0.96521,0.96979,0.98782,0.79536,0.80103,0.36678,1.08859,0.009274,0.009274,0.009274
112,5322.1,0.89531,0.55006,1.11105,0.96577,0.9695,0.98786,0.79547,0.80069,0.3662,1.0884,0.0092674,0.0092674,0.0092674
113,5369.51,0.90175,0.54859,1.10951,0.96556,0.96962,0.98789,0.79587,0.80018,0.36569,1.08801,0.0092608,0.0092608,0.0092608
114,5416.92,0.89869,0.5487,1.10775,0.96568,0.9692,0.9879,0.79595,0.79963,0.36513,1.0876,0.0092542,0.0092542,0.0092542
115,5464.19,0.89904,0.54842,1.10844,0.96641,0.96846,0.98798,0.79594,0.79937,0.36461,1.08741,0.0092476,0.0092476,0.0092476
116,5511.53,0.89826,0.54607,1.10784,0.96701,0.96858,0.98803,0.79611,0.79919,0.3644,1.08733,0.009241,0.009241,0.009241
117,5558.88,0.8987,0.54261,1.10734,0.96615,0.96949,0.98809,0.79655,0.79917,0.36422,1.08744,0.0092344,0.0092344,0.0092344
118,5606.13,0.89935,0.54696,1.11158,0.96702,0.96959,0.98813,0.79661,0.79898,0.36371,1.08724,0.0092278,0.0092278,0.0092278
119,5653.67,0.89902,0.54422,1.113,0.96701,0.9691,0.98809,0.79697,0.7988,0.36351,1.08709,0.0092212,0.0092212,0.0092212
120,5701.04,0.90182,0.54932,1.11208,0.96749,0.96892,0.98811,0.79724,0.7987,0.36332,1.08692,0.0092146,0.0092146,0.0092146
